model,function,screen_mode,dimension,samples,noise,grid,k,width_hidden,lamb,steps,opt,update_grid,interaction_method,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std
KAN_tuned_fixed,core_interaction,exclude_interaction,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.10220285505056381,0.011528172493943011,0.24286452929178873,0.005203644333833998,3.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.4166666666666667,0.14433756729740643,0.8722222222222222,0.0481125224324688,0.0,0.0,0.0,0.0,19.419286727905273,6.364722924789389
KAN_tuned_fixed,core_interaction,oracle_support,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,1.016217818990602e-05,6.3711650896056785e-06,2.0112923418006783e-05,1.3022234823471039e-05,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1793772379557292,0.016573104779192212,0.08430021504561107,0.06793610406929045
KAN_tuned_fixed,core_interaction,random,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,1.1970199314722171e-05,9.422140562891063e-06,2.351490441772815e-05,1.9575550877713767e-05,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1829038461049397,0.015642301289304977,0.10708346962928772,0.09656317502166481
KAN_tuned_fixed,core_interaction,raw,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,1.3497929179114484e-05,1.1447015350247992e-05,2.7319535320202704e-05,2.4459842187647428e-05,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1780547698338826,0.019131691138114214,0.10957630972067516,0.10996298671026142
KAN_tuned_fixed,core_interaction,rf,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,1.5387075942877953e-05,1.4168585478644674e-05,2.8292163278820226e-05,2.6067798659584264e-05,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1799050172170003,0.019975384988079447,0.09516564508279164,0.07125494687982573
KAN_tuned_fixed,feynman_coulomb,exclude_interaction,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.815581202507019,0.025618522930213074,1.1724584499994914,0.00490493957082087,2.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,0.0,0.6666666666666666,0.0,0.0,0.0,67.5723876953125,37.53829304315531
KAN_tuned_fixed,feynman_coulomb,oracle_support,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.00010134819361458843,3.319449326617511e-05,0.0002793749833169083,0.0001552872416229165,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.170741173956129,0.16297229913464306,0.07171804706255595,0.03391383416863522
KAN_tuned_fixed,feynman_coulomb,random,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.00010150594607694075,3.296263562521495e-05,0.00028026552657441545,0.00015398430674502665,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.1730839808781943,0.16702551903347465,0.07022793094317119,0.03518672430254936
KAN_tuned_fixed,feynman_coulomb,raw,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0001047201658366248,2.6707168566544356e-05,0.00027058135795717436,0.00012960243253943765,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.1707970168855457,0.17491579689024409,0.06938353180885315,0.03079060605177397
KAN_tuned_fixed,feynman_coulomb,rf,5,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,9.389774883554007e-05,3.458239627793943e-05,0.0002568529744166881,0.00015677360392706995,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.1790816651450267,0.1634833761153852,0.06701797246932983,0.026174638289807945
